repo_fullname,commits_count,commits_days_since_first,commits_days_since_last,commits_total_lines_added,commits_total_lines_removed,commits_avg_added,commits_avg_removed,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_max_per_day,contributors_count,contributors_top_avg_commits,contributors_top_avg_participation_week,contributors_top_avg_additions,contributors_top_avg_deletions,forks_count,forks_avg_per_day,forks_avg_max_per_day,issues_total_comments,issues_count,issues_open,issues_labels,issues_avg_labels,issues_avg_closing_time,issues_avg_comment_time,issues_avg_comments,issues_avg_comment_length,issues_avg_title_length,issues_avg_body_length,issues_avg_per_day,issues_avg_per_day_real,issues_max_per_day,repo_size,repo_topics,repo_branches,repo_age_days,repo_workflows,repo_languages,repo_milestones,repo_watchers,repo_deployments,repo_readme_length,repo_network_members,pulls_count,pulls_total_lines_added,pulls_total_lines_removed,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_closing_time,pulls_avg_comments,pulls_avg_review_comments,pulls_avg_Commits,pulls_avg_body_length,pulls_avg_title_length,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_created_per_day,pulls_avg_created_per_day_real,pulls_max_created_per_day,releases_count,releases_tags,releases_total_downloads,releases_avg_body_length,releases_avg_title_length,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,stars_count,stars_avg_per_day_real,stars_max_per_day,wf_count,wf_avg_duration,wf_avg_success_duration,wf_avg_failure_duration,wf_avg_successes_per_day,wf_avg_successes_per_day_real,wf_avg_fails_per_day
Azure/DAICE_DatabricksSparkDevOps,13,868,675,1085,137,83,11,3,194,2,8,0,0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,44,279,0,1,2,297,0,3,868,0,2,0,11,0,13726,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0
square/wire,3307,3408,3,784813,381487,237,115,10,97,3,27,87,23,7,359,274,514,0,4,2765,2209,133,178,0,0,0,1,211,43,342,0,2,18,22566,0,24,3154,2,7,9,3731,47,20142,526,7,938,72,134,10,0,0,1,1,125,47,7,0,0,1,1,0,0,0,0,0,0,0,0,3731,1,24,62,1.03026209677419,0.720852561230585,0.309409535543608,0,5,0
fre-antra/React_SEP_052421,23,322,240,78974,523,3434,23,11,11,1,5,2,11,3,3452,41,2,0,1,0,21,0,0,0,0,0,0,0,40,5,0,1,2,54975,0,32,322,0,5,0,0,0,576,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoft/Cloud-Native-In-a-Day,21,727,691,64987,835,3095,40,16,126,7,13,2,5,1,5844,39,48,0,3,19,58,36,54,0,0,0,0,43,82,5499,0,1,7,44942,0,34,727,0,6,0,60,0,4137,49,34,2302,3859,67,113,0,0,0,1,5568,84,1,0,0,1,7,0,0,0,0,0,0,0,0,60,1,4,0,0,0,0,0,0,0
Azure/azure-iiot-services,91,1389,991,47079,46472,517,511,20,112,2,10,6,13,4,965,949,4,0,1,2,9,0,0,0,0,0,0,113,38,36,0,1,1,5869,0,4,1389,0,4,0,23,0,193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2,0,0,0,0,0,0,0
MicrosoftDocs/Microsoft-MPI,54,1321,74,40644,3086,753,57,18,650,3,14,0,0,0,0,0,9,0,1,36,36,3,0,0,0,0,1,4567,21,64,0,1,4,534,0,4,1321,0,1,0,4,0,373,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
reprograma/On5-javascript-I,66,674,638,7885,662,119,10,4,52,5,19,22,1,1,115,1,0,0,0,2,31,8,0,0,0,0,0,71,32,17,0,5,16,1038,0,31,674,0,3,0,0,0,8334,0,8,4186,195,523,24,0,0,0,8,16,29,17,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NuGet/docs.microsoft.com-nuget.ko-kr,444,1864,18,109205,74941,246,169,8,27,1,8,13,33,12,248,170,7,0,2,19,7,0,9,1,0,0,2,706,25,32,0,1,1,8821,0,4,1864,0,1,0,2,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/azure-intelligent-edge-patterns,5374,1062,21,5192335,615313,966,114,9,43,12,72,43,72,8,502,122,118,0,5,130,391,106,208,0,0,0,0,136,50,2305,0,1,10,1963640,0,71,1062,1,25,0,105,128,1191,128,77,202334,13984,2627,181,0,0,1,5,4092,87,22,1,0,1,6,158,158,1405,0,31,0,9,835993084,105,1,3,2,0.006533564814815,0.006383101851852,0.000150462962963,0,1,0
OfficeDev/office-scripts-docs-reference.de-DE,80,762,2,669238,539991,8365,6750,45,29,1,5,0,0,0,0,0,1,0,1,6,2,0,2,1,0,0,3,107,57,5157,0,2,2,3569,0,4,762,0,1,0,0,0,2727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/microsoft-365-docs-pr.ru-RU,3151,1241,1,1279652,902698,406,286,22,25,4,27,0,0,0,0,0,6,0,1,2,2,2,0,0,0,0,1,2046,123,29,0,2,2,796442,0,6,1241,0,1,0,5,0,9523,6,2,6,6,3,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
microsoftgraph/microsoft-graph-training,246,1267,3,5167,1474,21,6,2,47,3,14,6,30,9,18,7,11,0,1,126,88,0,0,0,0,0,1,1838,23,34,0,1,4,1008,0,8,1267,0,1,0,7,0,534,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-MicrosoftSearch-pr.ko-KR,24,1179,60,1342,483,56,20,1,27,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,1179,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
ootutor/hello-world,105,2722,2352,553,311,5,3,1,38,15,59,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,1,2722,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paawel/pvt_homework,59,1643,1333,575,227,10,4,2,9,2,8,2,4,2,4,2,13,0,3,0,9,0,0,0,0,0,0,0,15,2,0,1,3,45031,0,9,1643,0,1,0,3,0,1578,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
guanxueqi/java-2020,96,637,529,9563,802,100,8,7,13,6,24,24,3,1,81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1,637,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan-Lucas/SCEsocGitHubWorkshop,60,1891,1887,528,81,9,1,1,38,30,53,0,0,0,0,0,1,0,1,1,20,1,0,0,0,0,0,30,15,3,0,6,18,19,0,2,1891,0,1,0,0,0,89,1,1,46,47,46,47,0,0,0,1,0,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/rAzureBatch,126,1881,321,8454,6258,67,50,3,70,2,6,8,11,5,69,43,8,0,1,49,71,2,2,0,0,0,0,114,34,96,0,1,5,4241,0,6,1881,0,1,0,5,0,426,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1263,2,0,0,0,5,1,1,0,0,0,0,0,0,0
blueberryapps/react-bluekit,236,2368,1334,47299,16849,200,71,8,46,3,23,17,10,3,215,117,42,0,1,126,144,24,19,0,0,0,0,154,33,412,0,1,17,2176,6,10,2330,0,3,0,657,0,4138,42,5,46,33,9,6,0,0,0,1,5387,36,1,0,0,1,2,9,9,0,132,9,0,0,0,657,1,16,0,0,0,0,0,0,0
spacetelescope/stcal,119,391,13,25341,4438,213,37,2,97,2,5,11,9,4,179,49,18,0,2,148,81,4,28,0,0,0,1,1330,38,312,0,1,8,340,0,12,391,3,1,3,1,0,489,18,1,399,55,399,55,0,1,14,3,1038,42,6,0,0,1,1,17,17,0,137,14,0,0,0,1,1,1,18,0.239468878600823,0.127057613168724,0.112411265432099,0,4,0
TSEFGE/FGE,2,1505,1505,2,0,1,0,1,41,2,2,1,2,1,1,0,6,0,3,0,3,2,0,0,0,0,0,0,23,28,0,1,2,28,0,3,1505,0,0,0,1,0,5,6,2,21,0,10,0,0,0,0,2,42,14,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
appnexus/lucid,5146,2245,2,2908486,1956645,565,380,10,54,6,62,31,86,13,433,383,83,0,2,1574,1358,87,1176,0,0,0,1,533,39,397,0,2,16,25729,3,378,2245,0,4,1,195,430,2186,84,8,4337,3234,542,404,0,1,1,3,735,69,6,0,0,1,2,149,149,0,260,3,0,0,0,195,1,5,0,0,0,0,0,0,0
martinzugec-ctx/en-us-tech-zone,5045,927,329,293207,95353,58,19,6,59,13,77,45,66,9,26,13,8,0,1,0,457,0,0,0,0,0,0,0,9,12,0,2,35,541193,0,12,923,0,0,0,3,0,1006,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
MicrosoftDocs/azure-docs-sdk-node.fr-FR,301,1698,978,5668690,2713976,18833,9017,76,26,3,70,8,37,11,18832,9016,3,0,1,8,5,0,7,1,0,0,1,492,35,0,0,2,4,34723,0,4,1698,0,1,0,2,0,1128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/cognitive-services-qnamaker-nodejs,43,1365,650,5967,3479,139,81,3,32,3,8,0,0,0,0,0,7,0,1,6,18,1,0,0,0,0,0,75,37,1281,0,1,4,69,0,3,1365,0,1,0,5,0,4679,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,315,0,47,1,157,41307,5,1,1,0,0,0,0,0,0,0
MicrosoftDocs/office-developer-client-docs,1114,19094,10,1300091,404585,1167,363,32,82,5,62,63,10,2,856,415,89,0,2,876,531,27,116,0,0,0,1,7981,35,156,0,2,31,38363,0,11,1469,0,1,0,44,0,601,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,2,0,0,0,0,0,0,0
Azure/azure-cosmos-table-dotnet,3,1160,959,364,0,121,0,1,39,2,2,2,1,1,121,0,2,0,1,218,84,41,69,0,0,0,2,336,63,1790,0,1,5,6,0,3,1160,0,0,2,14,0,1357,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0,0,0,0,0,0,0
stangstangstang/angular,7,676,659,4375,1913,625,273,15,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21665,0,44,676,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/botbuilder-dotnet,4,1461,1461,760,94,190,24,4,86,4,4,1,4,1,190,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10889,0,2,1461,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure/ms-rest-azure-env,53,1678,1005,13609,17196,257,324,4,44,4,11,6,7,2,213,193,3,0,1,10,27,2,13,0,0,0,0,163,36,70,0,1,7,161,0,3,1678,0,2,5,4,0,2250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,53,5,0,0,0,4,1,1,0,0,0,0,0,0,0
MicrosoftDocs/EnableXliffTranformGitHubProd.ru-RU,2,1337,168,607,2,304,1,5,94,1,1,2,1,1,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,1337,0,1,0,2,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
microsoft/mouselog,406,890,585,19885,8846,49,22,3,37,4,25,6,60,7,58,29,25,0,3,27,45,3,2,0,0,0,0,167,39,126,0,1,4,746,3,1,853,0,4,0,274,0,2339,26,1,559,334,559,334,0,1,0,2,1183,99,7,0,0,1,1,0,0,0,0,0,0,0,0,274,1,23,0,0,0,0,0,0,0
raulgbrmf/serratec_java1,2,622,622,4,1,2,1,1,16,2,2,1,2,1,2,0,1,0,1,0,19,15,0,0,0,0,0,0,20,8,0,2,6,16918,0,40,622,0,0,0,2,0,169,1,15,29996,0,1999,0,0,0,0,5,10,20,57,0,0,1,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
cnattras/RIVETAnalyses,1122,965,89,3463266,1461521,3087,1303,17,62,4,32,22,24,7,2025,1329,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89919,0,1,965,0,7,0,5,0,5850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
microsoft/ai-school-custom-vision-service-intro,4,1544,1544,990,1,248,0,13,14,2,3,3,1,1,247,0,15,0,1,3,3,2,0,0,0,0,1,277,26,251,0,1,1,5667,0,1,1544,0,1,0,33,0,16941,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,0,0,0,0,0,0,0
MicrosoftDocs/data-integration,826,1057,7,20731,10073,25,12,4,56,3,21,0,0,0,0,0,26,0,1,104,133,67,200,1,0,0,0,222,44,910,0,1,3,10759,0,2,1000,0,1,0,8,0,373,27,4,4,3,1,0,0,0,0,1,97,35,1,0,0,1,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0
Azure/fluent-plugin-hanarp-message,1,468,468,46,1,46,1,2,86,1,1,4,2,1,74,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,1491,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/azure-docs-sdk-go.zh-CN,1,972,972,33,50,33,50,1,88,1,1,3,13,9,58,20,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,4,1511,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/EnableXliffTranformGitHubProd.nl-NL,1,161,161,2,2,2,2,1,65,1,1,2,1,1,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,1330,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/azure-iot-arduino-protocol-mqtt,29,1954,71,6383,3225,220,111,5,52,1,3,7,3,3,231,96,16,0,1,97,24,0,7,0,0,0,4,431,34,1154,0,1,2,80,0,2,1971,0,1,0,21,0,370,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,25,6,0,0,0,21,1,1,0,0,0,0,0,0,0
Azure-Samples/mipsdk-fileapi-cpp-sample-basic,51,1291,144,2848,721,56,14,3,33,2,7,5,7,4,65,11,7,0,2,3,13,0,0,0,0,0,0,226,16,106,0,1,2,72,1,10,1291,0,2,0,4,0,4296,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,380,0,31,1,95,31600,4,1,1,0,0,0,0,0,0,0
spacetelescope/jwst-dms-edb,38,1128,887,3705,428,98,11,4,31,5,12,1,33,4,96,7,2,0,1,2,8,1,1,0,0,0,0,125,24,111,0,1,2,62,6,1,1131,0,1,0,1,0,2416,2,1,0,27,0,27,0,0,0,1,151,38,1,0,0,1,1,1,1,0,0,22,0,0,0,1,1,1,0,0,0,0,0,0,0
Azure-Samples/azure-cosmos-db-cassandra-java-getting-started-v4,11,687,687,5550,154,505,14,3,32,11,11,1,4,1,33,0,3,0,1,1,5,2,0,0,0,0,0,227,35,191,0,2,3,63,0,1,687,0,1,0,0,0,6553,3,1,5,4,5,4,0,1,0,1,108,55,2,0,0,1,1,3,3,79,0,76,1,26,58125,0,0,0,0,0,0,0,0,0,0
spacetelescope/stsci.image,81,5101,186,223452,221113,2759,2730,2,214,2,5,12,6,3,6170,6140,6,0,1,22,24,5,10,0,0,0,0,663,28,583,0,1,2,59986,0,1,2238,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,156,17,0,0,0,0,0,0,2,0.045480324074074,0.031203703703704,0.01427662037037,0,1,0
Azure/monaco-kusto,288,1306,8,74946,25976,260,90,3,122,2,12,11,14,6,404,217,20,0,2,32,185,13,41,0,0,0,0,171,39,1264,0,1,5,7823,0,67,1306,2,3,0,44,0,19847,23,5,1150,572,230,114,0,0,0,2,943,40,4,0,0,1,1,1,1,0,178,6,0,0,0,44,1,2,6,0.02485725308642,0.024139660493827,0.000717592592593,0,2,0
Azure/azure-storage-fuse,516,1666,32,138922,28404,269,55,4,154,2,16,24,11,5,474,116,132,0,2,2584,756,14,430,0,0,0,3,426,44,1042,0,1,10,4220,0,16,1666,2,7,9,445,0,26620,138,4,2287,213,571,53,0,0,0,10,53,34,7,1,0,1,2,28,28,35215,516,17,4,306,5817764,445,1,7,6,0.079247685185185,0.078740354938272,0.000507330246914,0,7,0
abhijitsingamaneni/devopsclass,206,590,435,84161,21752,409,106,5,38,9,51,28,4,1,277,167,7,0,3,6,84,19,0,0,0,0,0,26,18,13,0,3,21,21578,0,41,590,0,3,0,0,0,12140,7,18,25937,210,1440,11,0,0,0,3,5,20,9,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/monaco-kusto,288,1306,8,74946,25976,260,90,3,122,2,12,11,14,6,404,217,20,0,2,32,185,13,41,0,0,0,0,171,39,1264,0,1,5,7823,0,67,1306,2,3,0,44,0,19847,23,5,1150,572,230,114,0,0,0,2,943,40,4,0,0,1,1,1,1,0,178,6,0,0,0,44,1,2,6,0.02485725308642,0.024139660493827,0.000717592592593,0,2,0
microsoft/PowerStig,1415,1432,14,4292835,2850517,3034,2014,12,263,5,36,25,34,8,4570,4352,92,0,3,957,1072,62,491,0,0,0,0,840,59,942,0,2,22,26717,3,25,1432,0,1,1,373,0,8195,95,3,22376,17859,7458,5953,0,2,42,28,1255,85,20,0,0,1,1,32,32,0,1332,24,0,0,0,373,1,5,0,0,0,0,0,0,0
fastcampus-school/computer_basic_assignment_171q,1316,1912,1901,50202,17577,38,13,3,40,188,798,33,17,1,24,14,5,0,2,0,2,2,0,0,0,0,0,0,25,36,0,2,2,15697,0,4,1912,0,0,0,2,0,36,5,2,369,32,184,16,0,0,0,15,36,25,8,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
microsoft/PowerStig,1415,1432,14,4292835,2850517,3034,2014,12,263,5,36,25,34,8,4570,4352,92,0,3,957,1072,62,491,0,0,0,0,840,59,942,0,2,22,26717,3,25,1432,0,1,1,373,0,8195,95,3,22376,17859,7458,5953,0,2,42,28,1255,85,20,0,0,1,1,32,32,0,1332,24,0,0,0,373,1,5,0,0,0,0,0,0,0
spacetelescope/stsci.image,81,5101,186,223452,221113,2759,2730,2,214,2,5,12,6,3,6170,6140,6,0,1,22,24,5,10,0,0,0,0,663,28,583,0,1,2,59986,0,1,2238,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,156,17,0,0,0,0,0,0,2,0.045480324074074,0.031203703703704,0.01427662037037,0,1,0
Azure/azure-storage-fuse,516,1666,32,138922,28404,269,55,4,154,2,16,24,11,5,474,116,132,0,2,2584,756,14,430,0,0,0,3,426,44,1042,0,1,10,4220,0,16,1666,2,7,9,445,0,26620,138,4,2287,213,571,53,0,0,0,10,53,34,7,1,0,1,2,28,28,35215,516,17,4,306,5817764,445,1,7,6,0.079247685185185,0.078740354938272,0.000507330246914,0,7,0
Azure-Samples/cognitive-services-onnx12-customvision-sample,21,1435,909,2736,3256,130,155,26,30,2,7,7,2,1,98,98,5,0,1,1,2,1,0,0,0,0,0,279,49,662,0,2,2,7561,0,1,1302,0,0,0,3,0,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,297,0,73,1,297,3104482,2,1,1,0,0,0,0,0,0,0
Azure/azure-api-management-devops-resource-kit,556,1412,0,90216,45669,162,82,7,85,3,16,71,5,2,254,188,384,0,5,816,669,115,134,0,0,0,1,288,49,435,0,1,13,3096,0,14,1412,0,2,1,549,0,8964,400,2,2658,370,1329,185,0,1,0,9,2104,74,38,0,0,1,1,8,8,12723,429,7,2,669,8776985,549,1,7,0,0,0,0,0,0,0
microsoftgraph/msgraph-training-aspnetmvcapp.fr-FR,17,1125,265,208337,2709,12255,159,24,23,1,2,2,8,5,13021,169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12650,0,4,1125,0,0,0,1,0,5571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
nameishemanthB/ECommerceApp,28,661,463,6331,120,226,4,4,31,6,16,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,17,65,0,2,7,19565,0,12,661,0,4,0,1,0,0,0,2,889,3325,444,1662,0,0,0,1,59,28,19,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
rtCamp/rt-newrelic-browser,104,2702,951,5455,3012,52,29,2,42,3,15,8,12,2,56,31,4,0,1,51,25,7,0,0,0,0,2,129,36,220,0,1,8,370,0,1,2702,0,3,0,10,0,6270,4,1,703,379,703,379,0,0,70,4,46,48,7,0,0,1,1,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0
spacetelescope/jwst_magnitude_conversion,15,1433,1022,88980,4177,5932,278,3,62,2,4,0,0,0,0,0,1,0,1,9,10,3,1,0,0,0,0,240,30,165,0,1,2,4549,6,1,1422,0,1,0,1,0,2856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
wanghan79/2019_Option_System,396,1101,991,26221,5993,66,15,2,28,10,69,40,8,2,30,14,11,0,4,7,74,11,0,0,0,0,0,3,17,18,0,3,14,5279,0,46,1101,0,3,0,2,0,0,11,11,1690,760,153,69,0,0,0,10,54,15,7,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure/azcv,157,1020,870,4894,1733,31,11,2,30,8,34,3,52,4,32,12,3,0,1,2,2,1,0,0,0,0,1,320,36,644,0,1,1,7732,0,1,1020,0,3,0,2,0,21636,3,1,2,2,2,2,0,0,0,1,0,45,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/resources-dotnet-deploy-using-arm-template-with-progress,33,2008,442,56284,19887,1706,603,6,26,1,3,9,3,2,1812,678,4,0,1,0,4,1,1,0,0,0,0,0,29,546,0,1,2,28202,0,2,2008,0,7,0,3,0,1462,4,1,1,1,1,1,0,0,0,1,2187,75,1,1,0,1,1,6,6,296,0,60,0,59,28313035,3,1,1,0,0,0,0,0,0,0
MicrosoftDocs/visualstudio-docs.es-es,5202,1974,0,7983511,6524401,1535,1254,41,44,4,73,0,0,0,0,0,26,0,2,51,38,1,41,1,0,0,1,426,31,418,0,1,6,173332,0,7,1743,0,1,0,8,0,2068,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0
MicrosoftDocs/nav-content.es-mx,33,1749,125,55103,7984,1670,242,42,44,1,3,7,4,3,1669,241,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7656,0,6,1749,0,2,0,2,0,12751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/Azure-IoT-Samples-Xamarin,8,708,617,31980,53,3998,7,25,29,3,5,2,3,1,2647,4,2,0,1,0,3,2,0,0,0,0,0,0,62,107,0,1,1,555,0,2,708,0,1,0,1,0,2507,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Azure/terraform-azurerm-application-security-group,3,1274,1274,44,0,15,0,1,14,3,3,2,1,1,14,0,4,0,1,0,1,0,0,0,0,0,0,0,16,189,0,1,1,2,0,1,1274,0,0,0,1,0,916,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
microsoftgraph/msgraph-training-changenotifications.ja-JP,5,1038,266,2441,954,488,191,23,19,1,2,2,2,1,610,238,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9967,0,4,1038,0,0,0,1,0,3080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
microsoft/msticnb,162,741,84,168948,71814,1043,443,8,94,2,13,3,42,12,715,396,5,0,1,10,25,2,2,0,0,0,0,436,38,475,0,1,2,3377,0,6,741,0,1,0,20,0,11594,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1519,43,0,0,0,20,1,1,0,0,0,0,0,0,0
CollabCodeTech/forum-do-front-ao-end,39,1235,1147,387,161,10,4,1,57,2,8,7,3,1,10,5,11,0,3,1124,135,57,238,1,0,0,8,317,35,325,0,2,16,51,0,2,1235,0,0,0,82,0,2328,11,1,4,4,4,4,0,0,0,1,173,25,1,0,0,1,1,0,0,0,0,0,0,0,0,82,2,27,0,0,0,0,0,0,0
Azure-Samples/active-directory-b2c-android-native-msal,53,1814,572,608095,864229,11473,16306,46,24,3,10,0,0,0,0,0,10,0,1,22,13,4,1,0,0,0,1,156,49,1380,0,1,2,25537,7,4,1795,0,1,0,6,0,343,10,2,12,2,6,1,0,0,0,1,54,33,2,0,0,1,1,2,2,421,0,53,1,210,110198,6,1,1,0,0,0,0,0,0,0
IngSW-unipv/GoldRush,345,1900,1857,25703,3694,75,11,3,18,58,333,6,5,1,69,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,2,1,1900,0,1,0,0,0,217,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
academia01-2019/d105-git-avancado,270,1155,1155,6868,1530,25,6,1,56,270,270,34,1,1,9,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1,1155,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
