repo_fullname,commits_count,commits_days_since_first,commits_days_since_last,commits_total_lines_added,commits_total_lines_removed,commits_avg_added,commits_avg_removed,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_max_per_day,contributors_count,contributors_top_avg_commits,contributors_top_avg_participation_week,contributors_top_avg_additions,contributors_top_avg_deletions,forks_count,forks_avg_per_day,forks_avg_max_per_day,issues_total_comments,issues_count,issues_open,issues_labels,issues_avg_labels,issues_avg_closing_time,issues_avg_comment_time,issues_avg_comments,issues_avg_comment_length,issues_avg_title_length,issues_avg_body_length,issues_avg_per_day,issues_avg_per_day_real,issues_max_per_day,repo_size,repo_topics,repo_branches,repo_age_days,repo_workflows,repo_languages,repo_milestones,repo_watchers,repo_deployments,repo_readme_length,repo_network_members,pulls_count,pulls_total_lines_added,pulls_total_lines_removed,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_closing_time,pulls_avg_comments,pulls_avg_review_comments,pulls_avg_Commits,pulls_avg_body_length,pulls_avg_title_length,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_created_per_day,pulls_avg_created_per_day_real,pulls_max_created_per_day,releases_count,releases_tags,releases_total_downloads,releases_avg_body_length,releases_avg_title_length,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,stars_count,stars_avg_per_day_real,stars_max_per_day,wf_count,wf_avg_duration,wf_avg_success_duration,wf_avg_failure_duration,wf_avg_successes_per_day,wf_avg_successes_per_day_real,wf_avg_fails_per_day
microsoft/simple_ado,168,1002,21,9748,2924,58,17,2,25,4,11,4,40,8,59,18,9,0,1,11,8,1,0,0,0,0,1,304,40,256,0,1,1,307,4,2,1002,0,2,0,13,0,1247,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,0,0,0
DebugUself/duw,458,1450,6,1078374,1059215,2355,2313,52,50,2,12,7,8,2,861,117,2,0,1,17,9,3,5,0,0,0,1,54,30,87,0,1,2,83406,0,3,1450,1,3,0,2,359,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0.006793981481481,0.005144675925926,0.001649305555556,0,1,0
saturn-lab/BDMI-2020S,1155,805,574,129751,18154,112,16,3,21,12,207,0,0,0,0,0,56,0,34,1,36,0,0,0,0,0,0,4,16,2,0,3,11,84159,0,3,805,0,3,0,30,0,1786,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,6,0,0,0,0,0,0,0
microsoft/simple_ado,168,1002,21,9748,2924,58,17,2,25,4,11,4,40,8,59,18,9,0,1,11,8,1,0,0,0,0,1,304,40,256,0,1,1,307,4,2,1002,0,2,0,13,0,1247,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,0,0,0
puppetlabs/puppetlabs-python_task_helper,42,1264,277,2121,152,51,4,3,127,3,8,7,3,1,54,8,7,0,3,10,19,0,0,0,0,0,0,86,33,132,0,1,4,52,0,2,1264,1,2,0,4,0,3087,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
Azure-Samples/app-service-msi-entityframework-dotnet,10,1082,961,28717,103,2872,10,6,18,3,8,3,3,1,2871,10,5,0,1,4,4,4,0,0,0,0,1,378,38,832,0,1,1,394,0,1,1082,0,5,0,4,0,11426,5,1,3,1,3,1,0,4,0,4,906,14,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
erkhabibullina/Autumn-School,104,561,534,16883,4736,162,46,8,28,8,32,9,10,2,126,42,7,0,6,5,111,34,0,0,0,0,0,170,13,5,0,4,19,12514,0,109,561,0,1,0,1,0,11620,7,34,4719,625,138,18,0,0,0,1,6,12,6,0,0,1,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
xiaodanli/1606A-task,13,1310,906,226,98,17,8,2,10,4,10,5,2,1,19,8,0,0,0,0,1,0,0,0,0,0,0,0,11,8,0,1,1,11686,0,31,1310,0,1,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
doubleencore/fmdb,361,4287,2628,29469,6217,82,17,3,76,2,13,36,7,3,74,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,7,3459,0,2,0,1,0,13647,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/office-shared-outlook.zh-cn,2,1485,1485,574,42,287,21,5,107,1,1,1,2,1,287,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1485,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/office-developer-client-docs.pt-BR,410,1390,1,847112,378095,2066,922,93,26,3,17,0,0,0,0,0,3,0,1,4,4,2,0,0,0,0,1,1573,123,29,0,4,4,97940,0,8,1390,0,1,0,2,0,719,3,2,13,11,6,5,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
microsoft/Dynamics365-Apps-Samples,186,1204,3,103195558,23889749,554815,128440,16,38,2,9,0,0,0,0,0,146,0,3,25,55,10,9,0,0,0,0,275,37,180,0,1,2,8292,0,5,1204,0,8,0,72,0,1301,150,2,268,87,134,43,0,0,1,2,32,53,4,0,0,1,1,0,0,0,0,0,0,0,0,72,1,2,0,0,0,0,0,0,0
MicrosoftDocs/office-developer-sharepoint-csom-ref-dotnet,13,1439,108,988,34,76,3,2,67,2,5,4,2,1,97,2,3,0,1,12,7,3,0,0,0,0,1,1789,28,189,0,1,1,10892,0,4,1439,0,1,0,2,0,373,3,2,2,0,1,0,0,2,0,1,17,16,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
tceit2016/tceit-2016,25,1932,1927,21672,685,867,27,13,17,13,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,0,0,1,1,2146,0,24,1932,0,4,0,0,0,1517,0,1,1,0,1,0,0,0,0,1,0,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure-Samples/spring-data-jdbc-on-azure,4,1213,932,1038,12,260,3,5,15,1,2,3,1,1,259,3,8,0,1,0,1,1,0,0,0,0,0,0,37,188,0,1,1,57,0,1,1213,0,2,0,2,0,5666,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,294,0,25,1,294,58737,2,1,1,0,0,0,0,0,0,0
osmlab/atlas-checks,545,1697,3,126812,15499,233,28,4,257,2,7,46,10,8,229,30,66,0,2,1029,670,40,193,0,0,0,1,1363,39,1038,0,1,12,17233,3,19,1697,1,4,0,43,0,3240,66,4,1965,176,491,44,0,1,1,11,721,63,5,0,0,1,1,17,17,0,12,4,0,0,0,43,1,4,18,0.299142875514403,0.162202932098765,0.136939943415638,0,3,0
sigtrac2016/projetosigtrac,491,2066,1952,629251,7059,1282,14,8,32,11,75,0,0,0,0,0,27,0,5,1,35,0,0,0,0,0,0,302,18,24,0,2,8,27168,0,10,2079,0,13,0,2,83,1038,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
nithinrajeev/SP16SCM,848,2185,2165,2829,939,3,1,3,34,50,231,92,6,1,1,1,101,0,28,26,565,0,260,0,0,0,0,82,32,2,0,47,148,60080,0,13,2185,0,1,0,1,0,74,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
UCF-Coding-Boot-Camp/UCF-VIRT-BO-FSF-PT-12-2021-U-B,77,117,4,170594,19610,2216,255,47,31,2,19,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96366,0,1,281,0,4,0,14,0,2508,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,0,0,0,0,0,0,0
microsoft/spektate,249,1018,47,134827,91915,541,369,4,215,2,19,10,19,6,776,561,16,0,3,117,203,16,109,0,0,0,0,191,41,1500,0,1,14,8907,0,33,955,0,8,0,39,0,7179,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,3,0,0,0,0,0,0,0
Azure/setup-kubectl,37,941,51,42526,28131,1149,760,14,166,1,5,14,2,1,1310,1007,22,0,1,29,46,4,16,0,0,0,0,171,27,1057,0,1,3,21848,0,8,941,5,3,0,48,0,1462,23,4,15,15,3,3,0,0,0,1,3407,33,1,1,0,1,1,3,3,0,900,30,0,0,0,48,1,2,48,0.04528091242284,0.039668933256173,0.005611979166667,0,7,0
allegheny-computer-science-203-s2021/CodeOfConduct,168,403,361,1538,740,9,4,1,40,11,71,30,3,1,8,4,2,0,2,18,14,0,0,0,0,0,1,115,22,73,0,3,8,88,0,4,403,1,0,0,0,0,2110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.012170138888889,0.010141782407407,0.002028356481481,0,8,0
microsoftgraph/android-java-snippets-sample,156,2157,758,29497,15383,189,99,7,69,4,21,7,16,2,179,123,19,0,2,20,16,0,3,0,0,0,1,209,34,1099,0,1,2,414,0,2,2137,0,3,0,21,0,14016,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,328,0,57,1,164,163954,21,1,1,0,0,0,0,0,0,0
Azure-Samples/active-directory-dotnet-resource-manager-authorization,7,2175,1094,66,10,9,1,1,35,2,4,2,2,1,11,2,4,0,1,5,2,0,0,0,0,0,2,136,28,39,0,1,1,3,0,1,2175,0,0,0,0,0,663,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure-Samples/docker-django-webapp-linux,37,1698,485,71464,163,1931,4,5,39,3,6,9,2,1,2745,4,139,0,2,11,10,1,0,0,0,0,1,357,29,208,0,1,2,1255,0,1,1698,0,6,0,41,0,1289,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,2,0,0,0,0,0,0,0
PredixDev/predix-bdd-cucumber,6,2256,2252,2441,12,407,2,7,25,2,3,0,0,0,0,0,6,0,1,1,1,1,0,0,0,0,1,289,5,53,0,1,1,456,0,1,2256,0,2,0,23,0,9325,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,9,0,0,0,0,0,0,0
microsoft/fluentui-apple,1278,1568,2,623419,148736,488,116,10,273,2,12,64,16,7,351,274,107,0,3,650,959,16,280,0,0,0,0,282,49,1408,1,2,10,112850,7,10,738,3,5,0,629,0,5457,107,3,5690,4539,1896,1513,0,0,5,4,2300,54,49,0,0,1,2,54,54,0,506,30,0,0,0,629,2,51,74,0.529964026526527,0.453349912412412,0.076614114114114,0,4,0
pitchart/csharp-katas-log,31,318,17,8472,44,273,1,8,40,2,6,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,12,9,0,1,1,3848,0,13,318,0,3,0,5,0,1865,1,1,369,63,369,63,0,0,0,12,9,12,16,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
microsoft/adfs-sample-msal-dotnet-native-to-webapi,9,959,959,33679,58,3742,6,17,11,9,9,3,3,1,3742,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,1,959,0,7,0,7,0,7709,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
microsoft/adfs-sample-msal-dotnet-native-to-webapi,9,959,959,33679,58,3742,6,17,11,9,9,3,3,1,3742,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,1,959,0,7,0,7,0,7709,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
Azure/azure-iot-sdk-csharp,2826,2383,1,1716556,1320958,607,467,9,66,3,26,94,17,7,612,524,443,0,4,9558,2309,18,1379,0,0,0,4,268,53,1364,1,2,15,53995,0,24,1995,2,4,0,384,0,31257,457,11,3493,749,317,68,0,3,2,5,809,38,8,0,0,1,2,94,94,40112,1073,53,3,118,461373,384,1,7,16,0.012759693287037,0.008240740740741,0.004518952546296,0,2,0
Azure/azure-iot-sdk-csharp,2826,2383,1,1716556,1320958,607,467,9,66,3,26,94,17,7,612,524,443,0,4,9558,2309,18,1379,0,0,0,4,268,53,1364,1,2,15,53995,0,24,1995,2,4,0,384,0,31257,457,11,3493,749,317,68,0,3,2,5,809,38,8,0,0,1,2,94,94,40112,1073,53,3,118,461373,384,1,7,16,0.012759693287037,0.008240740740741,0.004518952546296,0,2,0
MicrosoftDocs/IntuneDocs.it-it,2754,2227,739,3763288,3148419,1366,1143,14,52,3,36,18,131,14,1186,1182,5,0,1,20,22,0,1,0,0,0,0,15,18,6,0,1,2,70862,0,5,2116,0,1,0,3,0,4978,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
MicrosoftDocs/azure-docs-sdk-python.fr-FR,131,1688,954,1077148,982583,8223,7501,13,30,1,6,11,11,7,8613,7855,5,0,1,38,8,0,14,1,0,0,4,267,23,71,0,1,3,5316,0,5,1688,0,2,0,3,0,791,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
Azure-Samples/applicationinsights-web-sample1,21,1216,1116,1132,111,54,5,1,33,4,7,3,5,1,50,3,12,0,10,0,5,1,0,0,0,0,0,0,30,626,0,1,1,38,0,2,1216,0,2,0,1,0,1484,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-module-shifting-nodejs-express-apis-to-serverless,20,751,563,76085,25622,3804,1281,24,31,3,6,2,8,2,4464,654,15,0,2,12,32,16,27,0,0,0,0,36,31,4949,0,1,3,3607,0,19,751,0,5,0,32,0,3973,15,16,648,972,40,60,0,0,0,1,5838,33,1,1,0,1,2,0,0,0,0,0,0,0,0,32,1,4,0,0,0,0,0,0,0
Azure-Samples/ms-identity-javascript-angular-spa-aspnetcore-webapi,85,744,336,59987,57043,706,671,9,35,2,7,6,10,4,595,540,31,0,1,75,38,0,18,0,0,0,1,371,42,841,0,1,2,485,11,5,744,0,6,0,67,0,833,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,2,0,0,0,0,0,0,0
nithinrajeev/SP16SCM,848,2184,2165,2829,939,3,1,3,34,50,231,92,6,1,1,1,101,0,28,26,565,0,260,0,0,0,0,82,32,2,0,47,148,60080,0,13,2184,0,1,0,1,0,74,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Azure-Samples/ms-identity-javascript-angular-spa-aspnetcore-webapi,85,744,336,59987,57043,706,671,9,35,2,7,6,10,4,595,540,31,0,1,75,38,0,18,0,0,0,1,371,42,841,0,1,2,485,11,5,744,0,6,0,67,0,833,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,2,0,0,0,0,0,0,0
ProjectSidewalk/SidewalkWebpage,13297,2450,2,9844112,9657312,740,726,9,62,10,112,51,94,15,330,263,19,0,1,10847,2843,365,3640,1,0,0,3,417,48,598,1,2,34,976758,4,55,2444,1,12,0,56,0,15279,21,5,816,134,163,26,0,6,13,11,504,39,11,0,0,1,1,101,101,0,468,6,0,0,0,56,1,2,2,0.007899305555556,0.001157407407407,0.006741898148148,0,1,0
ProjectSidewalk/SidewalkWebpage,13297,2450,2,9844112,9657312,740,726,9,62,10,112,51,94,15,330,263,19,0,1,10847,2843,365,3640,1,0,0,3,417,48,598,1,2,34,976758,4,55,2444,1,12,0,56,0,15279,21,5,816,134,163,26,0,6,13,11,504,39,11,0,0,1,1,101,101,0,468,6,0,0,0,56,1,2,2,0.007899305555556,0.001157407407407,0.006741898148148,0,1,0
nithinrajeev/SP16SCM,848,2184,2165,2829,939,3,1,3,34,50,231,92,6,1,1,1,101,0,28,26,565,0,260,0,0,0,0,82,32,2,0,47,148,60080,0,13,2184,0,1,0,1,0,74,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
osmlab/extract-osm-edition,14,2586,2583,50677,192,3620,14,2,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,1,2583,0,2,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oVirt/ovirt-engine-extension-aaa-jdbc,134,2487,18,12183,2095,91,16,3,285,2,4,9,14,7,35,17,8,0,1,4,11,0,3,0,0,0,0,77,38,1322,0,1,4,301,0,4,2552,1,4,0,5,0,1912,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0.017702546296296,0.01384837962963,0.003854166666667,0,3,0
mattqfang/cs.3250.projects.grading,4,879,841,257,77,64,19,2,102,1,2,1,2,1,26,0,0,0,0,0,1,1,1,1,0,0,0,0,30,5985,0,1,1,92,0,31,879,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,5985,30,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
githubteacher/developers-may-2016,483,2152,2117,3527,211,7,0,1,48,97,471,0,0,0,0,0,16,0,13,277,230,4,98,0,0,0,1,76,27,132,0,57,222,120,0,71,2152,0,0,0,2,0,554,16,4,14,5,3,1,0,0,0,1,19,34,1,0,0,1,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
githubteacher/developers-may-2016,484,2152,2117,3529,212,7,0,1,48,97,472,68,2,1,3,0,16,0,13,277,230,4,98,0,0,0,1,76,27,132,0,57,222,120,0,71,2152,0,0,0,2,0,554,16,4,14,5,3,1,0,0,0,1,19,34,1,0,0,1,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
githubteacher/developers-09-22-2015,300,2384,2384,1388,141,5,0,1,48,300,300,0,0,0,0,0,4,0,4,139,96,16,28,0,0,0,1,44,23,94,0,96,96,1501,0,17,2384,0,0,0,1,0,313,4,2,14,0,7,0,0,3,0,4,40,25,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
githubteacher/developers-09-22-2015,300,2384,2384,1388,141,5,0,1,48,300,300,0,0,0,0,0,4,0,4,139,96,16,28,0,0,0,1,44,23,94,0,96,96,1501,0,17,2384,0,0,0,1,0,313,4,2,14,0,7,0,0,3,0,4,40,25,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/edge-developer.ja-JP,814,722,1,352215,284826,433,350,16,25,2,10,0,0,0,0,0,5,0,1,3,1,1,0,0,0,0,3,3433,39,39,0,1,1,482572,0,4,722,0,1,0,3,0,10142,5,1,63,67,63,67,0,3,0,2,39,39,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
mattqfang/cs.3250.projects.grading,4,879,841,257,77,64,19,2,102,1,2,1,2,1,26,0,0,0,0,0,1,1,1,1,0,0,0,0,30,5985,0,1,1,92,0,31,879,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,5985,30,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-logic-apps-and-custom-connectors,5,1093,1093,1012,0,202,0,2,14,5,5,3,1,1,202,0,15,0,1,0,2,2,0,0,0,0,0,0,39,116,0,1,1,15,0,1,1093,0,2,0,3,0,2082,15,2,2,2,1,1,0,0,0,1,116,39,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
Azure-Samples/functions-node-sas-token,13,2109,1933,503,32,39,2,1,31,3,7,0,0,0,0,0,35,0,1,3,4,3,0,0,0,0,0,88,32,183,0,1,1,10,0,1,2109,0,2,0,40,0,3748,35,1,2,2,2,2,0,1,0,1,52,16,1,0,0,1,1,0,0,0,0,0,0,0,0,40,1,1,0,0,0,0,0,0,0
Azure-Samples/cosmosdb-java-create-documentdb-and-configure-for-eventual-consistency,28,1752,530,4172,684,149,24,2,25,1,3,11,2,2,158,29,3,0,1,4,2,1,0,0,0,0,2,91,62,276,0,1,1,53,0,1,1752,0,1,0,0,0,1490,3,1,6,6,6,6,0,0,0,1,339,39,1,0,0,1,1,4,4,299,0,67,1,74,30490,0,0,0,0,0,0,0,0,0,0
Azure-Samples/active-directory-b2c-javascript-angular-spa,84,771,310,55843,40191,665,478,4,97,2,7,4,10,5,569,610,22,0,1,76,41,0,23,0,0,0,1,478,43,2061,0,1,2,2112,7,6,771,0,0,0,38,0,705,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,0,0,0,0,0,0,0
Azure-Samples/cosmos-changefeed-cassandra-java,6,708,708,634,84,106,14,3,23,6,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,708,0,1,0,0,0,629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgubar/2016,1230,2258,2102,255864,37560,208,31,8,21,13,130,36,30,6,81,20,7,0,1,2,10,0,0,0,0,0,0,10,13,14,0,1,3,79352,0,10,2258,0,2,0,4,0,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
westfieldlabs/docker_jenkins_node,16,2194,1951,379,223,24,14,2,33,2,3,1,4,2,26,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1951,0,1,0,1,0,1457,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Azure/generator-az-terra-module,60,1576,740,5659,3293,94,55,4,36,3,8,6,3,1,59,13,11,0,1,7,9,2,0,0,0,0,0,80,35,120,0,1,1,2441,0,3,1576,0,7,0,22,0,1990,12,1,2,2,2,2,0,0,0,1,0,17,1,0,0,1,1,1,1,0,23,38,0,0,0,22,1,2,0,0,0,0,0,0,0
Azure/generator-az-terra-module,60,1576,740,5659,3293,94,55,4,36,3,8,6,3,1,59,13,11,0,1,7,9,2,0,0,0,0,0,80,35,120,0,1,1,2441,0,3,1576,0,7,0,22,0,1990,12,1,2,2,2,2,0,0,0,1,0,17,1,0,0,1,1,1,1,0,23,38,0,0,0,22,1,2,0,0,0,0,0,0,0
kanisterio/kanister,2941,1579,2,291206,96317,99,33,6,189,4,32,42,27,14,106,34,74,0,2,597,1338,117,661,0,0,0,0,375,43,798,0,2,17,17182,0,84,1593,1,6,0,465,0,4107,78,46,5163,1314,112,28,0,0,2,3,1273,42,3,0,0,1,2,64,64,3628,1892,6,3,18,17683853,465,1,6,6,17.9006577932099,0.15744212962963,17.7432156635802,0,2,0
westfieldlabs/docker_jenkins_node,16,2194,1951,379,223,24,14,2,33,2,3,1,4,2,26,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1951,0,1,0,1,0,1457,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
kanisterio/kanister,2942,1579,2,291206,96317,99,33,6,189,4,32,42,27,14,106,34,74,0,2,597,1338,117,661,0,0,0,0,375,43,798,0,2,17,17182,0,84,1593,1,6,0,465,0,4107,78,46,5163,1314,112,28,0,0,2,3,1273,42,3,0,0,1,2,64,64,3628,1892,6,3,18,17683853,465,1,6,6,17.9006577932099,0.15744212962963,17.7432156635802,0,2,0
egovernments/punjab-mdms-data,958,1359,260,647323,162922,676,170,2,44,3,39,0,0,0,0,0,28,0,4,596,1245,30,0,0,0,0,0,1098,33,7,0,2,14,15120,0,295,1367,0,1,0,0,0,0,28,30,594451,107561,19815,3585,0,0,0,107,8,30,59,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoft/azure-pipelines-servicenow-app,46,1234,543,69546,7534,1512,164,58,46,2,8,3,1,1,92,0,17,0,1,0,7,2,0,0,0,0,0,0,38,238,0,1,2,740,0,13,1234,0,0,0,7,0,1917,18,1,1335,11,1335,11,0,0,0,5,588,71,41,0,0,1,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
isisDaVinciFirenze/provaGit,125,767,674,1280,273,10,2,2,46,42,91,14,3,1,3,1,4,0,3,6,67,33,32,0,0,0,0,21,16,22,0,33,40,168,0,36,767,0,2,0,2,0,0,4,4,22,13,5,3,0,0,0,8,4,9,3,0,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
Azure/Sia-Root,160,1668,1443,8511,1489,53,9,4,92,2,13,11,8,3,49,10,7,0,2,11,40,4,0,0,0,0,0,155,39,81,0,1,4,226,0,25,1668,0,3,0,7,0,6358,7,3,1206,85,402,28,0,0,1,8,89,35,11,0,0,1,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
microsoft/reconner,87,772,616,65964,25445,758,292,8,39,3,10,1,4,1,21,0,3,0,1,2,3,0,0,0,0,0,0,3090,26,245,0,1,1,2925,4,4,772,0,3,0,23,30,3176,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2,0,0,0,0,0,0,0
carlosriosacevedo17/basesdedatosprim2020,19,813,767,992,0,52,0,1,20,2,5,1,17,5,58,0,3,0,1,1,1,0,0,0,0,0,1,953,15,347,0,1,1,6760,0,1,816,0,1,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,4,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-tailspin-spacegame-web-automate,12,886,655,33500,1099,2792,92,8,38,3,6,2,5,1,3311,66,1054,1,12,12,20,13,6,0,0,0,0,399,28,1498,0,1,2,703,0,8,886,0,4,0,8,0,947,1057,12,637,254,53,21,0,0,0,2,1892,25,1,0,0,1,1,4,4,346,0,25,1,86,500435,8,1,1,0,0,0,0,0,0,0
Azure-Samples/service-fabric-service-catalog,18,1479,738,34061,166,1892,9,16,20,3,7,5,3,1,2003,9,5,0,1,0,1,0,0,0,0,0,0,0,33,972,0,1,1,2319,3,1,1479,0,2,0,5,0,2732,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,349,0,30,1,58,2530589,5,1,2,0,0,0,0,0,0,0
